State_Crop_District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
, 2001-02,Rabi       ,48161,121599,2.52
, 2002-03,Rabi       ,21558,48080,2.23
, 2003-04,Rabi       ,34651,96196,2.78
, 2004-05,Rabi       ,49431,161194,3.26
, 2005-06,Rabi       ,37166,102947,2.77
, 2006-07,Rabi       ,72456,235175,3.25
, 2007-08,Rabi       ,57376,164458,2.87
, 2008-09,Rabi       ,58810,163674,2.78
, 2009-10,Rabi       ,67915,226609,3.34
, 2010-11,Rabi       ,70511,222286,3.15
, 2011-12,Rabi       ,87563,330747,3.78
, 2012-13,Rabi       ,86055,279018,3.24
, 2013-14,Rabi       ,106834,329955,3.09
, 2014-15,Rabi       ,112534,352790,3.13
, 2015-16,Rabi       ,102108,354563,3.47
, 2016-17,Rabi       ,109041,417546,3.83
 21.JHUNJHUNU, 1997-98,Rabi       ,53400,157900,2.96
, 1998-99,Rabi       ,60302,179320,2.97
, 1999-00,Rabi       ,65946,141818,2.15
, 2000-01,Rabi       ,65926,165008,2.50
, 2001-02,Rabi       ,55425,138029,2.49
, 2002-03,Rabi       ,61244,209336,3.42
, 2003-04,Rabi       ,63456,175314,2.76
, 2004-05,Rabi       ,59680,158612,2.66
, 2005-06,Rabi       ,69708,211993,3.04
, 2006-07,Rabi       ,68350,241932,3.54
, 2007-08,Rabi       ,75906,211838,2.79
, 2008-09,Rabi       ,71814,253157,3.53
, 2009-10,Rabi       ,79516,257934,3.24
, 2010-11,Rabi       ,79590,259955,3.27
, 2011-12,Rabi       ,73708,250190,3.39
, 2012-13,Rabi       ,84439,315480,3.74
, 2013-14,Rabi       ,86716,346467,4.00
, 2014-15,Rabi       ,88802,358018,4.03
, 2015-16,Rabi       ,88335,311096,3.52
, 2016-17,Rabi       ,86553,350085,4.04
 22.JODHPUR, 1997-98,Rabi       ,34900,59000,1.69
, 1998-99,Rabi       ,36017,77690,2.16
, 1999-00,Rabi       ,44500,55060,1.24
, 2000-01,Rabi       ,46851,101724,2.17
, 2001-02,Rabi       ,38463,104487,2.72
, 2002-03,Rabi       ,40643,80102,1.97
, 2003-04,Rabi       ,36836,93104,2.53
, 2004-05,Rabi       ,34403,76125,2.21
, 2005-06,Rabi       ,35843,75319,2.10
, 2006-07,Rabi       ,37751,76355,2.02
, 2007-08,Rabi       ,41824,86363,2.06
, 2008-09,Rabi       ,41501,81665,1.97
, 2009-10,Rabi       ,53143,132805,2.50
, 2010-11,Rabi       ,59285,149046,2.51
, 2011-12,Rabi       ,50154,136352,2.72
, 2012-13,Rabi       ,60974,133164,2.18
, 2013-14,Rabi       ,67879,152460,2.25
, 2014-15,Rabi       ,67781,130806,1.93
, 2015-16,Rabi       ,69216,136221,1.97
, 2016-17,Rabi       ,77939,180677,2.32
 23.KARAULI, 1997-98,Rabi       ,52500,143300,2.73
, 1998-99,Rabi       ,68424,204035,2.98
, 1999-00,Rabi       ,64145,216835,3.38
, 2000-01,Rabi       ,61886,118884,1.92
, 2001-02,Rabi       ,55324,174640,3.16
, 2002-03,Rabi       ,52941,131287,2.48
, 2003-04,Rabi       ,63492,231030,3.64
, 2004-05,Rabi       ,50984,167098,3.28
, 2005-06,Rabi       ,51891,170279,3.28
, 2006-07,Rabi       ,53423,163549,3.06
, 2007-08,Rabi       ,56952,192121,3.37
, 2008-09,Rabi       ,62737,228085,3.64
, 2009-10,Rabi       ,73134,285650,3.91
, 2010-11,Rabi       ,86163,365854,4.25
, 2011-12,Rabi       ,75295,296883,3.94
, 2012-13,Rabi       ,78348,306585,3.91
, 2013-14,Rabi       ,83418,313196,3.75
, 2014-15,Rabi       ,85169,308964,3.63
, 2015-16,Rabi       ,78974,279286,3.54
, 2016-17,Rabi       ,89193,360710,4.04
 24.KOTA, 1997-98,Rabi       ,94500,257800,2.73
, 1998-99,Rabi       ,123034,312529,2.54
, 1999-00,Rabi       ,103111,318989,3.09
, 2000-01,Rabi       ,96156,241324,2.51
, 2001-02,Rabi       ,79144,227185,2.87
, 2002-03,Rabi       ,50311,141770,2.82
, 2003-04,Rabi       ,66760,191358,2.87
, 2004-05,Rabi       ,64902,220058,3.39
, 2005-06,Rabi       ,64753,209469,3.23
, 2006-07,Rabi       ,81551,296388,3.63
, 2007-08,Rabi       ,110050,398747,3.62
, 2008-09,Rabi       ,86611,320290,3.70
, 2009-10,Rabi       ,91999,325222,3.54
, 2010-11,Rabi       ,115280,411409,3.57
, 2011-12,Rabi       ,111785,467738,4.18
, 2012-13,Rabi       ,127996,541271,4.23
, 2013-14,Rabi       ,138008,553604,4.01
, 2014-15,Rabi       ,135748,279120,2.06
, 2015-16,Rabi       ,120081,468840,3.90
, 2016-17,Rabi       ,141604,622806,4.40
 25.NAGAUR, 1997-98,Rabi       ,82400,100500,1.22
, 1998-99,Rabi       ,74731,88584,1.19
, 1999-00,Rabi       ,88991,55037,0.62
, 2000-01,Rabi       ,91912,184326,2.01
, 2001-02,Rabi       ,69514,179307,2.58
, 2002-03,Rabi       ,85412,189465,2.22
, 2003-04,Rabi       ,74768,201871,2.70
, 2004-05,Rabi       ,69640,141396,2.03
, 2005-06,Rabi       ,71316,163469,2.29
, 2006-07,Rabi       ,76384,165160,2.16
, 2007-08,Rabi       ,79567,161304,2.03
, 2008-09,Rabi       ,67100,173274,2.58
, 2009-10,Rabi       ,77165,194171,2.52
, 2010-11,Rabi       ,77362,194987,2.52
, 2011-12,Rabi       ,56807,142524,2.51
, 2012-13,Rabi       ,83768,212344,2.53
, 2013-14,Rabi       ,75548,189555,2.51
, 2014-15,Rabi       ,71637,161510,2.25
, 2015-16,Rabi       ,60279,160235,2.66
, 2016-17,Rabi       ,64949,165199,2.54
 26.PALI, 1997-98,Rabi       ,109600,185500,1.69
, 1998-99,Rabi       ,85111,125221,1.47
, 1999-00,Rabi       ,72496,98455,1.36
, 2000-01,Rabi       ,51527,74074,1.44
, 2001-02,Rabi       ,68178,113534,1.67
, 2002-03,Rabi       ,29431,61032,2.07
, 2003-04,Rabi       ,38801,79685,2.05
, 2004-05,Rabi       ,25553,43649,1.71
, 2005-06,Rabi       ,28652,37038,1.29
, 2006-07,Rabi       ,77550,149111,1.92
, 2007-08,Rabi       ,69452,131968,1.90
, 2008-09,Rabi       ,30185,51077,1.69
, 2009-10,Rabi       ,24350,48213,1.98
, 2010-11,Rabi       ,80115,145154,1.81
, 2011-12,Rabi       ,48464,107092,2.21
, 2012-13,Rabi       ,57098,144534,2.53
, 2013-14,Rabi       ,47446,129758,2.73
, 2014-15,Rabi       ,49826,99960,2.01
, 2015-16,Rabi       ,61193,157499,2.57
, 2016-17,Rabi       ,92531,265876,2.87
 27.PRATAPGARH, 2008-09,Rabi       ,44610,116629,2.61
, 2009-10,Rabi       ,47698,158095,3.31
, 2010-11,Rabi       ,49319,123163,2.50
, 2011-12,Rabi       ,55687,193566,3.48
, 2012-13,Rabi       ,58237,184458,3.17
, 2013-14,Rabi       ,65698,258411,3.93
, 2014-15,Rabi       ,64317,229597,3.57
, 2015-16,Rabi       ,56870,157921,2.78
, 2016-17,Rabi       ,63634,241538,3.80
 28.RAJSAMAND, 1997-98,Rabi       ,32600,75000,2.30
, 1998-99,Rabi       ,22599,46352,2.05
, 1999-00,Rabi       ,12003,17313,1.44
, 2000-01,Rabi       ,3342,7208,2.16
, 2001-02,Rabi       ,15369,42099,2.74
, 2002-03,Rabi       ,1482,3158,2.13
, 2003-04,Rabi       ,5376,15020,2.79
, 2004-05,Rabi       ,3293,9348,2.84
, 2005-06,Rabi       ,16323,45077,2.76
, 2006-07,Rabi       ,36704,116996,3.19
, 2007-08,Rabi       ,34420,107093,3.11
, 2008-09,Rabi       ,12069,26966,2.23
, 2009-10,Rabi       ,6461,16811,2.60
, 2010-11,Rabi       ,31898,104462,3.27
, 2011-12,Rabi       ,32314,100979,3.12
, 2012-13,Rabi       ,33480,110290,3.29
, 2013-14,Rabi       ,30675,89919,2.93
, 2014-15,Rabi       ,29541,69577,2.36
, 2015-16,Rabi       ,25946,71148,2.74
, 2016-17,Rabi       ,32458,105559,3.25
 29.SAWAI MADHOPUR, 1997-98,Rabi       ,62400,170400,2.73
, 1998-99,Rabi       ,87805,197926,2.25
, 1999-00,Rabi       ,75275,185096,2.46
, 2000-01,Rabi       ,66197,111612,1.69
, 2001-02,Rabi       ,62102,116887,1.88
, 2002-03,Rabi       ,54227,82843,1.53
, 2003-04,Rabi       ,60948,130252,2.14
, 2004-05,Rabi       ,44021,78218,1.78
, 2005-06,Rabi       ,44491,90111,2.03
, 2006-07,Rabi       ,42351,118521,2.80
, 2007-08,Rabi       ,45688,118179,2.59
, 2008-09,Rabi       ,53450,164400,3.08
, 2009-10,Rabi       ,61185,213165,3.48
, 2010-11,Rabi       ,84191,291368,3.46
, 2011-12,Rabi       ,70125,230402,3.29
, 2012-13,Rabi       ,70003,229909,3.28
, 2013-14,Rabi       ,77203,218377,2.83
, 2014-15,Rabi       ,82257,271260,3.30
, 2015-16,Rabi       ,69313,230484,3.33
, 2016-17,Rabi       ,85337,350076,4.10
 30.SIKAR, 1997-98,Rabi       ,82200,187000,2.27
, 1998-99,Rabi       ,86568,219710,2.54
, 1999-00,Rabi       ,89379,189197,2.12
, 2000-01,Rabi       ,86767,171194,1.97
, 2001-02,Rabi       ,82086,269379,3.28
, 2002-03,Rabi       ,84627,247138,2.92
, 2003-04,Rabi       ,86844,229255,2.64
, 2004-05,Rabi       ,86650,266724,3.08
, 2005-06,Rabi       ,84607,215361,2.55
, 2006-07,Rabi       ,84349,267674,3.17
, 2007-08,Rabi       ,85200,170924,2.01
, 2008-09,Rabi       ,85657,250455,2.92
, 2009-10,Rabi       ,90628,301181,3.32
, 2010-11,Rabi       ,100483,343783,3.42
, 2011-12,Rabi       ,100080,292553,2.92
, 2012-13,Rabi       ,100128,327293,3.27
, 2013-14,Rabi       ,101345,331358,3.27
, 2014-15,Rabi       ,99558,347485,3.49
, 2015-16,Rabi       ,92333,323185,3.50
, 2016-17,Rabi       ,92032,333627,3.63
 31.SIROHI, 1997-98,Rabi       ,35800,68300,1.91
, 1998-99,Rabi       ,30078,58798,1.95
, 1999-00,Rabi       ,18603,28780,1.55
, 2000-01,Rabi       ,15218,25630,1.68
, 2001-02,Rabi       ,22526,51029,2.27
, 2002-03,Rabi       ,10087,24429,2.42
, 2003-04,Rabi       ,26658,70468,2.64
, 2004-05,Rabi       ,16300,30254,1.86
, 2005-06,Rabi       ,27201,64336,2.37
, 2006-07,Rabi       ,46191,109237,2.36
, 2007-08,Rabi       ,39349,92695,2.36
, 2008-09,Rabi       ,24790,52778,2.13
, 2009-10,Rabi       ,18016,44115,2.45
, 2010-11,Rabi       ,39045,114373,2.93
, 2011-12,Rabi       ,37254,101128,2.71
, 2012-13,Rabi       ,35949,99139,2.76
, 2013-14,Rabi       ,34035,94095,2.76
, 2014-15,Rabi       ,26851,62377,2.32
, 2015-16,Rabi       ,34226,91608,2.68
, 2016-17,Rabi       ,37509,108650,2.90
 32.TONK, 1997-98,Rabi       ,105500,177700,1.68
, 1998-99,Rabi       ,111265,201716,1.81
, 1999-00,Rabi       ,89880,114307,1.27
, 2000-01,Rabi       ,70478,108495,1.54
, 2001-02,Rabi       ,60297,123635,2.05
, 2002-03,Rabi       ,39825,80975,2.03
, 2003-04,Rabi       ,47241,124621,2.64
, 2004-05,Rabi       ,60615,169243,2.79
, 2005-06,Rabi       ,54647,138646,2.54
, 2006-07,Rabi       ,63430,163346,2.58
, 2007-08,Rabi       ,69961,175020,2.50
, 2008-09,Rabi       ,40643,105913,2.61
, 2009-10,Rabi       ,39926,106733,2.67
, 2010-11,Rabi       ,88632,284497,3.21
, 2011-12,Rabi       ,67431,233365,3.46
, 2012-13,Rabi       ,61769,211218,3.42
, 2013-14,Rabi       ,58416,200010,3.42
, 2014-15,Rabi       ,66376,138758,2.09
, 2015-16,Rabi       ,51468,160971,3.13
, 2016-17,Rabi       ,69184,250843,3.63
 33.UDAIPUR, 1997-98,Rabi       ,63200,155000,2.45
, 1998-99,Rabi       ,53548,123316,2.30
, 1999-00,Rabi       ,32134,72816,2.27
, 2000-01,Rabi       ,17488,38009,2.17
, 2001-02,Rabi       ,38959,97378,2.50
, 2002-03,Rabi       ,16935,38743,2.29
, 2003-04,Rabi       ,33804,82623,2.44
, 2004-05,Rabi       ,48549,160395,3.30
, 2005-06,Rabi       ,67990,148568,2.19
, 2006-07,Rabi       ,88904,217207,2.44
, 2007-08,Rabi       ,79367,184713,2.33
, 2008-09,Rabi       ,41115,86645,2.11
, 2009-10,Rabi       ,32201,75366,2.34
, 2010-11,Rabi       ,55118,131966,2.39
, 2011-12,Rabi       ,71948,201479,2.80
, 2012-13,Rabi       ,72678,178517,2.46
, 2013-14,Rabi       ,70717,200803,2.84
, 2014-15,Rabi       ,76849,193315,2.52
, 2015-16,Rabi       ,74822,210840,2.82
, 2016-17,Rabi       ,80410,250975,3.12
Sikkim,,,,,
 1.EAST DISTRICT, 1997-98,Rabi       ,2800,5100,1.82
, 1998-99,Rabi       ,2720,2370,0.87
, 1999-00,Rabi       ,2550,4310,1.69
, 2000-01,Rabi       ,1490,2150,1.44
, 2001-02,Rabi       ,2700,3640,1.35
, 2002-03,Rabi       ,2530,3310,1.31
, 2003-04,Rabi       ,1950,2470,1.27
, 2004-05,Rabi       ,1430,2280,1.59
, 2005-06,Rabi       ,1430,2800,1.96
, 2006-07,Rabi       ,1430,2810,1.97
, 2007-08,Rabi       ,1640,1640,1.00
, 2008-09,Rabi       ,1250,1210,0.97
, 2009-10,Rabi       ,1730,1630,0.94
, 2010-11,Rabi       ,1000,1180,1.18
, 2011-12,Rabi       ,900,1060,1.18
, 2012-13,Rabi       ,160,180,1.13
, 2013-14,Rabi       ,150,170,1.13
, 2014-15,Rabi       ,150,170,1.13
, 2015-16,Rabi       ,143,162,1.13
, 2016-17,Rabi       ,120,137,1.14
, 2017-18,Rabi       ,120,137,1.14
 2.NORTH DISTRICT, 1997-98,Rabi       ,740,1346,1.82
, 1998-99,Rabi       ,1041,826,0.79
, 1999-00,Rabi       ,1040,1649,1.59
, 2000-01,Rabi       ,1045,1300,1.24
, 2001-02,Rabi       ,1050,785,0.75
, 2002-03,Rabi       ,1050,1050,1.00
, 2003-04,Rabi       ,105,106,1.01
, 2004-05,Rabi       ,850,900,1.06
, 2005-06,Rabi       ,850,900,1.06
, 2006-07,Rabi       ,850,900,1.06
, 2007-08,Rabi       ,40,40,1.00
, 2008-09,Rabi       ,380,320,0.84
, 2009-10,Rabi       ,810,980,1.21
, 2010-11,Rabi       ,470,498,1.06
, 2011-12,Rabi       ,440,470,1.07
, 2012-13,Rabi       ,50,50,1.00
, 2013-14,Rabi       ,50,45,0.90
, 2014-15,Rabi       ,50,50,1.00
, 2015-16,Rabi       ,50,45,0.90
, 2016-17,Rabi       ,50,46,0.92
, 2017-18,Rabi       ,52,48,0.92
 3.SOUTH DISTRICT, 1997-98,Rabi       ,1950,3060,1.57
, 1998-99,Rabi       ,1580,1020,0.65
, 1999-00,Rabi       ,1960,2590,1.32
, 2000-01,Rabi       ,1960,2590,1.32
, 2001-02,Rabi       ,2080,2050,0.99
, 2002-03,Rabi       ,2080,2420,1.16
, 2003-04,Rabi       ,2080,2490,1.20
, 2004-05,Rabi       ,1500,2070,1.38
, 2005-06,Rabi       ,1500,2300,1.53
, 2006-07,Rabi       ,2000,3150,1.58
, 2007-08,Rabi       ,1870,1870,1.00
, 2008-09,Rabi       ,1250,1150,0.92
, 2009-10,Rabi       ,1560,1310,0.84
, 2010-11,Rabi       ,370,411,1.11
, 2011-12,Rabi       ,370,410,1.11
, 2012-13,Rabi       ,160,170,1.06
, 2013-14,Rabi       ,160,170,1.06
, 2014-15,Rabi       ,150,160,1.07
, 2015-16,Rabi       ,110,118,1.07
, 2016-17,Rabi       ,95,103,1.08
 4.WEST DISTRICT, 1997-98,Rabi       ,2600,4694,1.81
, 1998-99,Rabi       ,2600,2200,0.85
, 1999-00,Rabi       ,2550,4300,1.69
, 2000-01,Rabi       ,2720,4063,1.49
, 2001-02,Rabi       ,2880,4010,1.39
, 2002-03,Rabi       ,2670,3620,1.36
, 2003-04,Rabi       ,2670,3620,1.36
, 2004-05,Rabi       ,1960,3000,1.53
, 2005-06,Rabi       ,1960,3250,1.66
, 2006-07,Rabi       ,2100,3500,1.67
, 2007-08,Rabi       ,910,910,1.00
, 2008-09,Rabi       ,1020,820,0.80
, 2009-10,Rabi       ,1100,800,0.73
, 2010-11,Rabi       ,810,621,0.77
, 2011-12,Rabi       ,790,710,0.90
, 2012-13,Rabi       ,150,150,1.00
, 2014-15,Rabi       ,40,40,1.00
, 2015-16,Rabi       ,20,21,1.05
Tamil Nadu,,,,,
 1.COIMBATORE, 1998-99,Rabi       ,20,1,0.05
, 1999-00,Rabi       ,9,4,0.44
, 2000-01,Rabi       ,8,4,0.50
, 2002-03,Rabi       ,6,0,0.00
, 2004-05,Rabi       ,15,,0.00
, 2006-07,Rabi       ,79,,0.00
, 2011-12,Rabi       ,3,,0.00
 2.DINDIGUL, 2002-03,Rabi       ,1,0,0.00
 3.KRISHNAGIRI, 2004-05,Rabi       ,1,,0.00
 4.NAMAKKAL, 1998-99,Rabi       ,250,13,0.05
, 2006-07,Rabi       ,49,,0.00
 5.RAMANATHAPURAM, 2006-07,Rabi       ,3,,0.00
 6.SALEM, 1999-00,Rabi       ,25,12,0.48
, 2000-01,Rabi       ,25,12,0.48
, 2002-03,Rabi       ,10,0,0.00
, 2004-05,Rabi       ,1,,0.00
, 2006-07,Rabi       ,5,,0.00
, 2011-12,Kharif     ,5,,0.00
,,Rabi       ,1,,0.00
,,Total,6,,0.00
 7.THE NILGIRIS, 1998-99,Rabi       ,430,20,0.05
, 2000-01,Rabi       ,91,44,0.48
, 2011-12,Kharif     ,4,,0.00
, 2016-17,Rabi       ,6,,0.00
 8.TIRUPPUR, 2011-12,Kharif     ,2,,0.00
, 2016-17,Rabi       ,1,,0.00
 9.VELLORE, 2006-07,Rabi       ,4,,0.00
, 2011-12,Kharif     ,15,,0.00
Telangana ,,,,,
 1.ADILABAD, 2013-14,Rabi       ,3170,586,0.18
, 2014-15,Rabi       ,2997,3563,1.19
, 2015-16,Rabi       ,2728,13329,4.89
, 2016-17,Rabi       ,1678,2636,1.57
 2.KAMAREDDY, 2016-17,Rabi       ,631,572,0.91
 3.KOMARAM BHEEM ASIFABAD, 2016-17,Rabi       ,407,639,1.57
 4.MAHBUBNAGAR, 2013-14,Rabi       ,13,8,0.62
, 2014-15,Rabi       ,1,1,1.00
 5.MANCHERIAL, 2016-17,Rabi       ,2,3,1.50
 6.MEDAK, 2013-14,Rabi       ,2118,1711,0.81
, 2014-15,Rabi       ,1246,933,0.75
, 2015-16,Rabi       ,1207,906,0.75
, 2016-17,Rabi       ,247,273,1.11
 7.MEDCHAL, 2016-17,Rabi       ,1,1,1.00
 8.NALGONDA, 2016-17,Rabi       ,4,5,1.25
 9.NIRMAL, 2016-17,Rabi       ,1249,1962,1.57
 10.NIZAMABAD, 2013-14,Rabi       ,1170,1706,1.46
, 2014-15,Rabi       ,1196,1971,1.65
, 2015-16,Rabi       ,814,1890,2.32
, 2016-17,Rabi       ,124,112,0.90
 11.RANGAREDDI, 2013-14,Rabi       ,568,355,0.63
, 2014-15,Rabi       ,388,461,1.19
, 2015-16,Rabi       ,203,777,3.83
, 2016-17,Rabi       ,62,78,1.26
 12.SANGAREDDY, 2016-17,Rabi       ,848,938,1.11
 13.SIDDIPET, 2016-17,Rabi       ,8,9,1.13
 14.VIKARABAD, 2016-17,Rabi       ,147,184,1.25
 15.YADADRI, 2016-17,Rabi       ,1,1,1.00
Tripura,,,,,
 1.DHALAI, 1998-99,Rabi       ,250,470,1.88
, 1999-00,Rabi       ,300,613,2.04
, 2000-01,Rabi       ,235,495,2.11
, 2001-02,Rabi       ,375,775,2.07
, 2002-03,Rabi       ,203,464,2.29
, 2003-04,Rabi       ,260,545,2.10
, 2004-05,Rabi       ,195,373,1.91
, 2005-06,Rabi       ,555,1147,2.07
, 2006-07,Rabi       ,230,453,1.97
, 2007-08,Rabi       ,238,462,1.94
, 2008-09,Rabi       ,243,428,1.76
, 2009-10,Rabi       ,214,413,1.93
, 2010-11,Rabi       ,173,346,2.00
, 2011-12,Rabi       ,96,191,1.99
, 2012-13,Rabi       ,100,245,2.45
, 2013-14,Rabi       ,19,39,2.05
, 2014-15,Rabi       ,29,64,2.21
, 2015-16,Rabi       ,7,15,2.14
, 2016-17,Rabi       ,25,58,2.32
, 2017-18,Rabi       ,21,39,1.86
 2.GOMATI, 2012-13,Rabi       ,20,51,2.55
, 2013-14,Rabi       ,4,8,2.00
, 2014-15,Rabi       ,28,69,2.46
, 2015-16,Rabi       ,25,55,2.20
, 2016-17,Rabi       ,23,54,2.35
, 2017-18,Rabi       ,49,102,2.08
 3.KHOWAI, 2012-13,Rabi       ,20,50,2.50
, 2013-14,Rabi       ,3,5,1.67
, 2014-15,Rabi       ,9,20,2.22
, 2016-17,Rabi       ,3,6,2.00
, 2017-18,Rabi       ,3,6,2.00
 4.NORTH TRIPURA, 1998-99,Rabi       ,125,245,1.96
, 1999-00,Rabi       ,111,240,2.16
, 2000-01,Rabi       ,225,460,2.04
, 2001-02,Rabi       ,235,490,2.09
, 2002-03,Rabi       ,259,452,1.75
, 2003-04,Rabi       ,120,248,2.07
, 2004-05,Rabi       ,140,320,2.29
, 2005-06,Rabi       ,244,473,1.94
, 2006-07,Rabi       ,180,317,1.76
, 2007-08,Rabi       ,151,311,2.06
, 2008-09,Rabi       ,127,294,2.31
, 2009-10,Rabi       ,165,362,2.19
, 2010-11,Rabi       ,55,116,2.11
, 2011-12,Rabi       ,92,184,2.00
, 2012-13,Rabi       ,64,153,2.39
, 2013-14,Rabi       ,48,90,1.88
, 2014-15,Rabi       ,17,38,2.24
, 2015-16,Rabi       ,42,94,2.24
, 2016-17,Rabi       ,40,95,2.38
, 2017-18,Rabi       ,24,48,2.00
 5.SEPAHIJALA, 2012-13,Rabi       ,32,76,2.38
, 2013-14,Rabi       ,13,26,2.00
, 2014-15,Rabi       ,14,30,2.14
, 2015-16,Rabi       ,18,40,2.22
, 2016-17,Rabi       ,37,83,2.24
, 2017-18,Rabi       ,34,67,1.97
 6.SOUTH TRIPURA, 1998-99,Rabi       ,225,425,1.89
, 1999-00,Rabi       ,206,421,2.04
, 2000-01,Rabi       ,200,425,2.13
, 2001-02,Rabi       ,235,455,1.94
, 2002-03,Rabi       ,197,382,1.94
, 2003-04,Rabi       ,210,412,1.96
, 2004-05,Rabi       ,222,407,1.83
, 2005-06,Rabi       ,407,721,1.77
, 2006-07,Rabi       ,218,398,1.83
, 2007-08,Rabi       ,322,567,1.76
, 2008-09,Rabi       ,151,277,1.83
, 2009-10,Rabi       ,176,334,1.90
, 2010-11,Rabi       ,45,94,2.09
, 2011-12,Rabi       ,33,63,1.91
, 2012-13,Rabi       ,21,45,2.14
, 2013-14,Rabi       ,11,18,1.64
, 2014-15,Rabi       ,16,33,2.06
, 2015-16,Rabi       ,30,68,2.27
, 2016-17,Rabi       ,32,74,2.31
, 2017-18,Rabi       ,20,41,2.05
 7.UNAKOTI, 2012-13,Rabi       ,65,179,2.75
, 2013-14,Rabi       ,43,96,2.23
, 2014-15,Rabi       ,16,38,2.38
, 2015-16,Rabi       ,40,91,2.28
, 2016-17,Rabi       ,27,62,2.30
, 2017-18,Rabi       ,20,44,2.20
 8.WEST TRIPURA, 1998-99,Rabi       ,510,960,1.88
, 1999-00,Rabi       ,633,1126,1.78
, 2000-01,Rabi       ,405,850,2.10
, 2001-02,Rabi       ,375,735,1.96
, 2002-03,Rabi       ,260,529,2.03
, 2003-04,Rabi       ,305,605,1.98
, 2004-05,Rabi       ,387,842,2.18
, 2005-06,Rabi       ,544,843,1.55
, 2006-07,Rabi       ,342,677,1.98
, 2007-08,Rabi       ,312,549,1.76
, 2008-09,Rabi       ,114,196,1.72
, 2009-10,Rabi       ,112,214,1.91
, 2010-11,Rabi       ,43,81,1.88
, 2011-12,Rabi       ,53,98,1.85
, 2012-13,Rabi       ,12,28,2.33
, 2013-14,Rabi       ,9,18,2.00
, 2014-15,Rabi       ,6,12,2.00
, 2015-16,Rabi       ,20,44,2.20
, 2016-17,Rabi       ,13,28,2.15
, 2017-18,Rabi       ,24,49,2.04
Uttar Pradesh,,,,,
 1.AGRA, 1997-98,Rabi       ,123600,391030,3.16
, 1998-99,Rabi       ,131032,477808,3.65
, 1999-00,Rabi       ,136395,529651,3.88
, 2000-01,Rabi       ,137775,420786,3.05
, 2001-02,Rabi       ,133214,407041,3.06
, 2002-03,Rabi       ,129806,428284,3.30
, 2003-04,Rabi       ,130473,424924,3.26
, 2004-05,Rabi       ,124278,401871,3.23
, 2005-06,Rabi       ,128432,425073,3.31
, 2006-07,Rabi       ,124278,344240,2.77
, 2007-08,Rabi       ,136334,429989,3.15
, 2008-09,Rabi       ,131947,434501,3.29
, 2009-10,Rabi       ,138121,439639,3.18
, 2010-11,Rabi       ,138092,511421,3.70
, 2011-12,Rabi       ,134825,525413,3.90
, 2012-13,Rabi       ,134889,516890,3.83
, 2013-14,Rabi       ,132340,490452,3.71
, 2014-15,Rabi       ,136036,327983,2.41
, 2015-16,Rabi       ,120903,390033,3.23
, 2016-17,Rabi       ,128553,524496,4.08
 2.ALIGARH, 1997-98,Rabi       ,190423,616108,3.24
, 1998-99,Rabi       ,194677,629068,3.23
, 1999-00,Rabi       ,205628,625621,3.04
, 2000-01,Rabi       ,211657,709851,3.35
, 2001-02,Rabi       ,213864,700120,3.27
, 2002-03,Rabi       ,212456,718204,3.38
, 2003-04,Rabi       ,219859,723449,3.29
, 2004-05,Rabi       ,218709,632775,2.89
, 2005-06,Rabi       ,215167,655184,3.05
, 2006-07,Rabi       ,222714,636071,2.86
, 2007-08,Rabi       ,215097,691967,3.22
, 2008-09,Rabi       ,221199,749201,3.39
, 2009-10,Rabi       ,224169,715772,3.19
, 2010-11,Rabi       ,221809,786313,3.55
, 2011-12,Rabi       ,217820,820310,3.77
, 2012-13,Rabi       ,218374,756666,3.47
, 2013-14,Rabi       ,225289,811266,3.60
, 2014-15,Rabi       ,223267,546558,2.45
, 2015-16,Rabi       ,216572,709923,3.28
, 2016-17,Rabi       ,218163,868289,3.98
 3.ALLAHABAD, 1997-98,Rabi       ,190876,398756,2.09
, 1998-99,Rabi       ,203402,391346,1.92
, 1999-00,Rabi       ,208548,488181,2.34
, 2000-01,Rabi       ,211443,479894,2.27
, 2001-02,Rabi       ,210105,442760,2.11
, 2002-03,Rabi       ,212871,404442,1.90
, 2003-04,Rabi       ,217811,549516,2.52
, 2004-05,Rabi       ,204827,367569,1.79
, 2005-06,Rabi       ,230058,454785,1.98
, 2006-07,Rabi       ,208249,486357,2.34
, 2007-08,Rabi       ,223737,499761,2.23
, 2008-09,Rabi       ,221972,553542,2.49
, 2009-10,Rabi       ,208376,445788,2.14
, 2010-11,Rabi       ,210574,519125,2.47
, 2011-12,Rabi       ,216174,571545,2.64
, 2012-13,Rabi       ,220342,549112,2.49
, 2013-14,Rabi       ,214421,522361,2.44
, 2014-15,Rabi       ,213258,290829,1.36
, 2015-16,Rabi       ,234879,449089,1.91
, 2016-17,Rabi       ,223336,669621,3.00
 4.ALMORA, 1997-98,Rabi       ,56016,59699,1.07
, 1998-99,Rabi       ,43407,38460,0.89
, 1999-00,Rabi       ,44956,48912,1.09
 5.AMBEDKAR NAGAR, 1997-98,Rabi       ,108236,322887,2.98
, 1998-99,Rabi       ,112662,318477,2.83
, 1999-00,Rabi       ,113982,315865,2.77
, 2000-01,Rabi       ,114379,305979,2.68
